cgpa,aptitude_score,communication_skills,num_projects,internships,technical_skills,certifications,dsa_level,attendance,placement_score,placed
6.5,86,2,8,2,9,6,2,73.7,44.51,0
7.22,41,3,1,3,1,7,8,79.5,43.89,0
9.3,69,10,2,2,4,5,1,79.0,66.26,1
8.14,92,8,9,4,8,4,7,69.2,88.82,1
6.93,73,6,1,0,8,3,1,80.9,33.45,0
8.07,61,8,2,3,10,6,6,63.1,60.12,1
8.9,42,7,5,1,12,2,6,66.7,60.68,1
8.42,45,5,2,4,11,7,5,85.7,52.7,0
7.56,54,9,9,3,13,1,2,65.8,58.29,1
6.85,66,4,7,1,11,0,2,84.5,42.25,0
8.2,49,6,10,3,8,2,9,61.6,73.15,1
7.89,48,2,5,4,10,1,5,99.2,56.52,1
8.4,72,2,6,3,8,0,5,68.7,53.3,0
8.14,71,2,0,2,4,4,7,75.3,42.53,0
8.55,87,10,2,4,8,2,6,82.0,76.73,1
6.96,45,7,2,3,9,7,2,71.2,39.63,0
8.82,80,2,1,0,7,2,1,79.7,27.52,0
7.7,98,2,6,3,14,6,5,84.9,69.53,1
9.58,75,9,8,2,12,6,4,89.5,84.46,1
6.81,98,7,3,1,2,1,3,87.5,29.29,0
9.24,99,3,4,1,9,7,2,75.9,62.0,1
7.7,41,3,2,1,11,5,10,76.2,54.59,1
6.85,68,7,10,0,8,6,2,100.0,53.02,0
7.02,43,5,8,2,13,3,4,89.4,66.3,1
7.18,40,10,3,4,5,4,2,66.9,43.48,0
7.92,58,6,4,1,15,3,4,79.2,50.5,0
8.02,65,8,0,2,12,2,3,74.0,46.34,0
6.93,64,9,10,3,3,3,9,76.4,68.79,1
7.48,49,1,1,0,7,0,7,63.2,21.75,0
9.64,92,3,8,2,14,4,3,73.1,63.22,1
9.23,54,7,1,2,14,3,8,99.7,65.84,1
7.94,98,6,4,4,15,0,9,84.9,77.82,1
7.54,61,7,7,2,2,1,7,48.1,56.2,1
7.62,90,8,2,4,13,3,6,92.6,85.95,1
8.11,87,6,5,0,3,4,4,91.1,58.37,1
6.48,60,3,3,0,12,0,5,73.7,24.61,0
7.24,98,2,10,3,9,3,8,86.6,66.37,1
5.83,95,7,6,4,4,1,3,67.7,47.7,0
7.9,61,1,9,4,4,3,2,72.4,58.68,1
8.15,75,3,2,1,3,0,3,96.0,33.41,0
7.02,73,4,5,1,5,3,7,74.7,37.53,0
9.07,69,1,9,3,3,4,8,55.6,59.85,1
6.27,64,5,8,0,9,2,1,77.2,37.66,0
6.04,84,10,10,1,15,7,7,77.1,80.12,1
7.72,67,3,9,2,3,7,9,92.4,64.85,1
8.55,40,2,0,0,2,0,3,78.2,21.43,0
9.18,88,3,2,2,12,0,3,72.9,37.75,0
7.04,84,8,1,4,5,0,8,90.5,59.69,1
8.58,43,6,7,0,6,0,4,79.4,47.28,0
7.46,46,7,6,3,1,3,8,69.0,48.57,0
7.33,88,6,1,4,14,4,5,91.9,60.75,1
8.38,48,6,5,4,12,7,3,80.3,54.83,1
8.15,75,3,2,2,11,1,4,78.0,55.61,1
5.92,58,8,7,4,6,7,4,80.1,53.82,0
8.98,40,7,9,1,10,4,8,65.2,68.74,1
8.88,49,7,2,0,3,0,6,71.7,42.83,0
6.87,75,6,9,1,4,5,7,78.0,66.41,1
7.9,48,5,8,2,6,3,9,75.7,58.92,1
7.99,84,10,0,2,8,5,6,93.3,62.07,1
7.76,85,8,4,0,15,3,3,80.6,57.02,1
6.95,81,5,2,4,9,0,3,88.3,55.22,1
6.83,71,9,5,3,6,3,3,78.1,52.26,0
7.47,71,9,9,2,7,0,10,90.7,66.16,1
8.67,45,1,1,0,15,4,2,82.8,25.4,0
8.04,87,6,8,3,14,6,1,78.2,62.81,1
7.13,77,7,5,4,5,2,10,77.8,72.88,1
8.27,56,3,6,2,14,3,1,66.5,45.03,0
4.65,49,7,4,0,12,0,4,84.1,21.32,0
8.65,89,7,8,0,15,5,3,77.5,64.36,1
5.76,66,2,0,0,9,0,5,72.0,17.71,0
7.14,93,7,4,2,4,5,9,91.3,64.31,1
6.38,89,1,10,3,10,7,8,63.0,63.87,1
6.21,74,5,9,0,11,3,9,72.9,63.14,1
8.66,91,9,10,4,6,1,5,90.3,91.03,1
7.03,98,7,5,0,5,5,8,81.8,48.9,0
7.85,60,7,6,3,1,0,4,77.4,49.7,0
7.45,64,2,3,2,5,3,5,81.0,34.78,0
7.98,67,8,0,0,13,0,3,80.2,39.42,0
7.58,86,3,10,0,5,1,5,59.8,47.25,0
6.22,54,8,7,4,14,2,3,73.8,55.03,1
8.5,43,3,9,4,9,6,5,97.4,70.08,1
7.01,68,10,3,0,1,6,5,70.1,48.49,0
5.94,98,7,2,0,15,1,6,74.2,48.05,0
7.07,48,2,6,4,5,4,9,71.5,49.8,0
9.0,66,4,1,3,15,3,1,77.0,48.91,0
8.35,65,6,7,1,7,1,10,71.0,53.59,0
7.15,58,9,5,1,11,2,6,83.8,49.89,0
7.15,95,5,6,0,6,0,1,80.4,48.24,0
7.18,67,9,4,4,6,3,6,87.3,58.59,1
9.58,56,5,8,2,12,7,2,65.4,59.29,1
7.88,82,10,4,2,7,5,8,73.9,73.11,1
7.93,96,8,10,1,6,1,3,75.3,60.15,1
8.53,80,1,4,3,5,7,10,83.5,66.72,1
7.74,81,7,2,1,10,7,6,68.5,67.45,1
7.24,89,4,10,0,5,2,6,89.0,56.41,1
7.3,59,5,0,3,9,7,4,92.2,47.01,0
7.43,84,6,1,2,14,1,5,66.1,48.46,0
7.46,79,5,7,4,8,4,2,72.1,55.37,1
8.23,78,1,0,4,14,6,10,71.6,73.31,1
7.55,88,9,6,0,12,6,10,100.0,76.48,1
8.23,92,2,4,1,15,3,8,72.8,50.99,0
7.42,62,9,2,0,10,0,10,98.1,54.94,1
7.58,86,10,10,4,14,2,7,62.8,76.33,1
5.5,71,2,6,2,4,1,10,66.1,52.53,0
8.42,91,9,8,4,4,3,6,69.8,71.86,1
7.85,86,6,1,3,10,1,7,67.9,56.86,1
8.5,72,9,7,4,5,3,1,74.8,65.52,1
4.6,96,6,8,4,13,6,5,69.5,60.99,1
9.59,85,6,10,3,13,7,7,68.2,90.7,1
7.36,44,2,2,1,3,4,1,91.9,25.14,0
8.61,82,8,1,4,15,1,2,92.7,75.05,1
6.46,87,3,6,0,8,4,9,89.4,56.36,1
8.11,73,7,4,4,7,5,3,84.3,72.36,1
6.45,79,5,4,0,5,5,6,79.1,35.5,0
6.88,50,3,9,3,10,7,7,72.0,62.79,1
9.41,100,1,4,4,3,6,9,66.6,74.13,1
7.31,89,8,3,3,15,2,5,82.4,68.15,1
7.72,42,3,4,3,5,4,4,63.9,48.42,0
8.37,97,2,3,1,3,3,2,66.1,37.21,0
8.0,72,1,5,4,10,2,3,91.8,50.59,0
7.65,50,4,3,0,5,1,5,100.0,36.99,0
7.86,55,8,1,0,1,1,2,82.7,17.56,0
9.9,57,3,8,4,6,3,4,91.3,66.76,1
7.44,69,1,1,1,10,0,1,75.0,22.84,0
7.7,87,4,8,1,4,7,4,61.9,48.56,0
8.55,94,9,9,1,4,0,7,85.3,76.35,1
8.61,49,1,5,0,8,7,3,84.8,35.33,0
8.69,57,2,8,3,2,1,10,78.9,59.47,1
8.14,77,9,8,1,4,7,8,75.1,74.62,1
6.36,58,2,2,0,15,6,6,89.5,47.95,0
9.13,75,3,0,0,2,6,6,66.2,42.59,0
6.35,98,7,0,3,1,3,1,68.7,41.03,0
7.8,52,3,2,4,10,0,5,65.9,48.43,0
6.75,95,9,4,4,13,4,3,79.0,68.46,1
7.44,85,6,2,1,13,1,10,64.9,51.73,0
7.83,42,3,8,1,3,5,1,69.8,25.97,0
7.82,49,9,8,3,12,4,8,69.5,74.84,1
7.92,77,1,2,1,8,3,7,74.9,40.61,0
9.11,40,10,2,3,6,5,7,60.2,69.9,1
7.95,94,3,4,0,12,4,10,79.0,66.92,1
7.26,95,1,1,1,7,0,10,93.0,44.72,0
8.46,66,2,5,0,2,7,10,79.6,47.29,0
8.69,85,8,6,2,6,6,4,96.5,74.4,1
6.27,47,7,8,3,14,0,6,94.0,51.05,0
8.1,90,2,5,2,8,5,9,87.3,61.49,1
8.2,85,2,2,1,8,7,3,78.9,41.18,0
7.2,81,9,4,0,4,7,9,78.3,60.35,1
8.88,56,6,3,1,6,7,4,87.2,61.46,1
7.35,48,5,4,2,14,2,5,73.3,47.97,0
7.63,100,10,7,1,5,6,7,55.4,67.62,1
7.33,45,6,7,4,9,1,6,83.9,49.08,0
7.52,82,9,5,2,8,5,10,64.4,75.97,1
6.4,64,7,0,1,2,3,8,66.5,31.13,0
6.06,78,10,7,0,12,1,8,78.0,58.35,1
9.09,88,10,7,1,13,4,8,76.9,82.62,1
6.65,99,9,1,0,7,6,3,61.1,49.55,0
6.51,67,4,3,4,7,3,10,80.0,56.12,1
5.35,72,2,1,1,11,3,6,89.6,31.19,0
6.86,93,8,3,4,14,0,7,64.5,68.83,1
6.18,76,4,9,2,14,4,9,93.3,79.81,1
9.14,48,9,6,0,12,0,10,59.3,70.02,1
8.51,57,4,8,2,1,0,10,100.0,59.31,1
6.81,95,8,7,0,1,7,4,73.1,51.84,0
9.75,98,9,8,4,12,6,5,79.7,93.89,1
8.48,60,9,7,3,4,2,8,55.3,61.17,1
7.18,41,10,1,1,5,0,1,77.3,24.7,0
5.0,100,4,6,4,15,1,6,80.7,52.67,0
9.79,97,1,1,0,4,3,4,77.0,48.04,0
6.11,82,3,10,0,7,6,5,71.2,40.28,0
5.85,98,9,1,0,3,0,5,66.6,40.71,0
8.52,99,4,3,0,7,5,2,91.6,54.04,1
9.94,77,5,0,1,13,1,8,78.4,63.09,1
8.88,97,7,4,2,8,4,2,96.5,65.08,1
8.06,79,5,5,3,6,3,4,71.7,52.41,0
8.09,75,4,8,1,6,6,5,72.8,58.99,1
8.35,89,2,9,0,8,5,1,87.8,57.32,1
8.26,99,2,7,1,8,6,6,58.5,56.09,1
7.78,82,4,1,4,7,6,2,63.4,41.04,0
7.6,76,10,0,0,6,5,5,91.2,54.67,1
7.44,54,10,1,3,6,4,6,63.9,55.8,1
6.75,67,9,6,0,10,5,8,56.2,49.87,0
7.22,57,8,3,3,11,1,9,100.0,59.41,1
5.81,73,3,9,3,13,7,6,61.3,54.23,1
7.4,61,9,4,2,13,6,5,80.2,59.46,1
6.51,50,5,6,2,6,4,4,78.8,39.45,0
6.4,97,3,2,1,8,6,2,44.3,32.21,0
7.68,96,5,9,1,1,5,2,74.8,47.64,0
8.89,52,10,1,3,5,4,7,83.4,60.38,1
8.42,43,4,6,0,3,4,5,82.3,39.94,0
5.93,61,8,4,4,12,0,7,88.8,57.8,1
6.51,46,5,0,4,8,0,1,73.4,25.63,0
8.44,100,10,0,0,11,7,1,86.6,65.93,1
6.52,82,8,8,0,6,0,5,69.7,48.32,0
7.28,93,9,4,2,14,5,2,61.1,51.68,0
8.05,63,4,0,4,2,3,8,62.4,52.27,0
6.53,43,7,6,3,15,1,3,60.5,50.18,0
7.61,67,2,8,1,13,5,1,90.1,45.99,0
6.17,54,6,10,2,7,6,2,59.8,36.83,0
6.9,40,8,0,4,7,0,10,81.3,51.73,0
7.82,94,7,9,0,13,4,10,74.8,77.12,1
5.91,42,7,3,4,5,5,7,76.8,41.59,0
7.94,53,8,2,3,8,4,6,94.4,51.39,0
7.48,77,7,4,2,14,7,8,72.7,70.9,1
8.05,89,5,6,0,5,6,7,85.3,58.64,1
7.72,96,7,7,3,1,4,10,78.5,71.56,1
8.86,40,10,1,1,9,4,8,76.2,59.33,1
7.63,77,3,6,2,4,7,3,100.0,46.34,0
7.07,77,5,0,3,13,2,6,60.7,46.79,0
7.62,60,7,6,3,2,3,7,93.5,62.76,1
8.04,87,9,7,0,4,1,10,85.9,64.37,1
7.55,68,2,1,1,14,1,1,72.2,20.37,0
7.54,44,4,8,3,13,0,1,97.6,44.89,0
6.8,88,7,0,2,9,2,7,55.8,41.78,0
6.84,49,1,5,3,2,5,3,71.7,34.24,0
6.1,67,2,0,4,4,7,3,63.5,35.27,0
9.25,60,9,2,2,2,5,5,82.9,49.69,0
6.26,89,10,10,2,5,1,6,64.6,65.45,1
6.81,46,7,5,3,3,3,2,83.2,33.47,0
6.78,42,10,2,0,10,4,3,75.8,47.31,0
8.39,84,7,7,2,2,6,6,72.2,66.26,1
7.21,86,6,4,4,14,0,3,82.7,51.25,0
8.75,59,3,1,0,9,3,5,74.8,33.03,0
6.83,58,10,3,0,5,1,9,64.9,47.26,0
7.78,74,3,8,0,10,2,3,100.0,45.42,0
6.66,43,2,3,2,5,0,6,72.2,26.66,0
9.65,44,6,9,0,1,7,5,51.4,64.65,1
6.31,40,4,9,3,6,1,5,67.9,36.79,0
7.81,43,5,7,0,13,5,6,62.8,51.5,0
8.13,51,3,4,4,7,0,6,87.9,59.65,1
7.91,99,6,10,1,1,7,1,81.9,60.16,1
7.31,66,3,10,4,9,1,9,82.8,58.28,1
7.37,95,8,9,2,8,5,5,73.6,73.54,1
7.54,81,9,0,0,12,6,1,74.6,39.12,0
7.35,62,4,6,0,14,5,8,73.5,64.09,1
8.46,64,9,2,3,14,4,7,77.0,67.27,1
9.71,60,7,9,0,8,7,7,88.0,93.33,1
6.94,100,3,7,4,7,7,5,82.0,75.87,1
6.13,97,7,2,2,5,2,1,84.0,33.07,0
7.41,91,1,0,1,3,7,9,84.0,47.31,0
10.0,63,3,4,0,15,4,9,88.6,73.32,1
6.7,64,6,1,1,12,1,8,81.5,50.04,0
9.14,84,4,10,0,14,6,5,82.3,75.79,1
9.18,94,7,3,2,9,3,3,92.3,72.93,1
6.95,85,3,0,4,14,6,8,70.0,61.26,1
8.07,71,1,8,2,7,6,1,67.7,44.61,0
9.13,94,9,5,1,11,7,3,63.8,70.0,1
7.12,71,6,7,0,10,6,7,80.2,63.36,1
7.3,44,8,10,1,10,7,4,55.8,59.59,1
6.92,75,3,3,4,8,4,7,83.5,57.79,1
6.49,85,8,8,2,14,3,5,76.7,69.69,1
6.85,81,2,1,1,6,5,6,91.6,27.95,0
6.28,88,4,8,1,12,7,7,69.9,62.53,1
7.53,81,3,4,4,14,1,10,75.6,69.7,1
6.73,97,10,5,0,11,2,7,91.5,72.53,1
7.73,78,1,2,1,14,3,7,94.6,41.77,0
5.94,55,7,3,4,5,1,7,69.8,54.2,1
7.83,72,10,5,0,15,7,7,80.2,72.58,1
8.33,88,2,6,0,8,3,3,81.5,49.01,0
5.51,60,4,0,2,3,7,3,82.5,36.85,0
7.87,100,9,6,4,12,4,7,74.8,87.96,1
8.73,48,6,0,0,13,1,2,93.4,40.79,0
6.29,45,8,4,2,13,4,2,55.3,41.99,0
9.17,90,2,5,3,7,0,3,72.9,50.85,0
7.92,84,7,1,4,2,1,4,83.4,51.77,0
6.79,74,6,9,3,3,3,6,83.5,54.39,1
7.44,78,9,8,0,15,0,8,94.2,68.08,1
8.06,61,7,9,4,13,4,10,92.4,73.41,1
7.58,80,1,5,2,12,4,10,74.6,64.34,1
8.04,93,8,6,0,15,3,7,93.6,71.31,1
6.58,44,10,9,4,2,0,4,69.4,48.74,0
7.67,81,3,7,4,5,6,2,89.2,60.02,1
6.09,62,2,10,3,7,5,2,99.7,38.59,0
7.39,56,3,9,0,11,2,4,92.6,56.79,1
6.6,51,6,0,2,10,3,6,79.3,39.96,0
6.76,62,3,7,2,11,4,3,74.0,44.38,0
8.74,55,10,3,0,11,1,6,59.7,47.88,0
8.59,42,5,9,0,11,0,5,81.7,50.22,0
8.11,69,6,7,1,15,7,5,64.6,74.84,1
6.41,96,8,5,3,10,5,2,68.5,64.01,1
7.18,61,7,10,0,15,2,8,63.7,66.8,1
8.71,48,8,8,0,15,1,5,72.5,62.86,1
7.64,68,3,10,1,15,0,2,77.7,47.01,0
9.82,86,4,3,1,13,5,7,81.3,62.5,1
7.89,76,6,1,4,14,3,9,70.8,68.82,1
7.69,62,7,1,2,1,7,9,90.8,55.84,1
7.19,52,9,4,3,13,5,1,75.5,60.53,1
7.63,71,1,9,4,10,3,7,68.5,65.31,1
7.35,85,8,8,0,9,7,9,80.7,81.88,1
8.21,91,8,2,1,1,7,6,100.0,68.74,1
8.46,86,6,7,2,1,6,1,82.0,53.3,0
6.71,87,4,3,4,14,0,2,73.6,37.13,0
6.17,62,3,5,2,15,7,4,59.7,55.05,1
5.66,84,3,9,1,12,5,4,75.4,56.36,1
8.01,56,6,5,4,10,7,2,80.8,53.86,0
6.4,94,8,2,4,8,2,8,73.3,71.64,1
5.35,79,7,4,2,6,5,2,58.0,38.82,0
7.89,60,1,2,1,6,0,3,67.8,26.15,0
9.99,41,6,10,0,12,1,4,95.5,72.64,1
7.49,76,7,10,4,9,1,9,95.2,87.89,1
8.34,45,7,0,0,15,5,10,67.4,61.15,1
7.58,83,9,6,1,4,5,1,86.1,55.53,1
7.4,57,10,3,4,8,3,8,63.9,68.99,1
8.42,69,5,6,4,4,0,5,94.9,57.22,1
7.21,61,1,2,0,14,3,7,80.9,38.82,0
7.77,93,2,10,3,2,2,8,89.4,59.65,1
7.82,72,4,4,0,11,6,5,57.4,45.91,0
6.83,69,5,4,0,15,1,8,86.1,47.71,0
8.49,56,9,1,3,8,7,10,77.9,70.11,1
7.33,82,1,10,1,12,7,8,88.2,68.07,1
6.74,71,3,9,1,7,4,9,89.0,55.13,1
8.04,81,5,1,4,4,4,2,78.8,52.77,0
6.6,90,3,3,2,9,0,3,70.8,26.66,0
7.53,53,4,3,2,15,7,1,87.4,47.74,0
7.49,97,3,3,4,9,0,4,77.3,53.33,0
8.59,49,4,5,2,8,4,5,67.5,49.6,0
7.97,86,1,1,0,14,0,1,67.0,28.28,0
7.47,99,8,5,0,1,1,8,60.3,41.56,0
8.32,90,4,6,3,7,2,2,71.9,57.08,1
8.89,75,7,10,3,5,2,1,91.2,69.09,1
8.06,73,2,9,4,7,7,2,80.1,65.44,1
7.51,48,2,2,4,12,3,5,71.6,52.91,0
6.19,81,6,10,4,9,1,9,87.7,72.28,1
6.43,67,2,7,0,2,6,9,68.0,44.56,0
7.19,50,6,1,2,13,0,2,79.1,36.66,0
6.89,53,2,10,4,14,0,2,75.8,53.41,0
7.31,78,4,7,4,11,7,3,87.3,56.89,1
7.56,94,7,10,0,4,6,7,59.1,58.74,1
8.03,86,8,4,0,4,3,3,67.8,55.73,1
7.43,93,3,1,0,2,3,1,58.3,9.03,0
7.99,58,9,6,2,3,0,6,74.9,52.75,0
7.56,93,2,1,4,11,0,3,92.5,55.88,1
5.52,54,8,5,1,14,6,1,71.9,39.68,0
6.56,67,8,9,1,14,7,4,71.9,60.01,1
7.36,63,4,2,4,13,1,1,88.5,45.84,0
6.29,47,1,8,4,8,6,1,90.8,40.55,0
8.1,82,1,2,4,12,3,2,76.9,50.44,0
9.03,100,2,10,4,9,6,10,86.2,88.2,1
8.72,48,9,2,2,6,6,8,65.1,69.4,1
7.29,86,2,4,1,10,6,2,94.5,54.45,1
8.99,72,2,6,3,2,1,2,100.0,48.07,0
7.65,72,6,7,1,2,5,10,84.3,54.42,1
7.16,58,7,10,1,7,0,10,53.0,53.9,0
6.89,42,7,6,0,8,4,8,71.3,46.0,0
7.2,49,9,8,4,8,7,6,85.4,76.0,1
7.11,79,6,4,4,14,6,4,72.9,59.66,1
7.67,86,8,9,4,6,7,3,93.3,72.07,1
7.66,81,6,10,0,10,4,1,85.1,57.12,1
7.5,40,2,2,2,8,5,3,69.5,38.53,0
7.94,68,1,5,2,14,0,9,78.4,52.12,0
8.69,89,5,4,3,15,3,5,67.3,61.24,1
8.45,73,9,3,2,1,4,6,75.8,78.2,1
6.02,90,8,1,2,9,7,5,71.3,57.43,1
4.95,52,4,6,4,13,7,1,92.1,43.05,0
8.43,93,5,4,1,12,7,10,100.0,83.98,1
6.13,40,5,3,2,1,3,1,60.8,17.51,0
7.28,73,6,7,2,13,4,4,54.9,62.36,1
6.33,68,3,8,0,3,7,3,75.1,36.98,0
5.7,87,5,8,3,12,3,8,59.8,61.69,1
8.04,86,2,2,0,9,6,7,78.6,49.65,0
8.26,52,10,2,4,15,7,7,87.0,71.42,1
6.92,87,1,4,1,11,4,8,95.9,64.15,1
4.91,88,1,4,3,5,3,10,80.4,38.29,0
6.95,92,10,9,0,9,5,7,75.7,61.16,1
7.89,100,7,1,2,9,1,10,54.3,61.45,1
6.02,68,2,0,2,6,3,2,78.3,16.58,0
7.68,78,4,7,3,11,1,4,78.9,57.16,1
7.48,63,5,2,2,1,1,6,85.7,43.53,0
8.08,65,7,0,0,10,0,3,69.5,41.14,0
7.62,56,2,0,0,7,6,3,72.8,32.74,0
6.53,46,6,10,2,14,5,6,60.3,57.04,1
8.7,52,1,1,2,6,1,1,50.5,25.23,0
7.34,44,7,5,4,9,2,1,64.7,48.12,0
7.47,65,9,5,1,7,6,5,59.2,44.57,0
6.57,88,5,2,3,14,1,1,82.0,48.0,0
7.06,42,5,3,0,12,3,10,71.8,37.17,0
6.62,46,4,1,3,11,1,8,71.5,54.41,1
7.33,97,3,1,4,12,3,2,66.2,47.51,0
9.21,88,9,6,0,13,7,6,40.0,72.88,1
6.13,78,5,0,4,4,3,10,96.1,49.19,0
5.89,92,8,6,4,7,2,10,66.0,64.06,1
8.97,40,9,0,2,2,1,5,73.1,57.41,1
7.29,88,5,5,3,6,1,10,60.5,66.84,1
6.83,56,10,2,3,15,4,4,89.7,50.64,0
8.54,82,9,7,2,6,6,1,79.7,74.15,1
6.89,64,2,5,3,2,4,3,68.1,43.28,0
9.33,98,9,10,2,14,0,4,73.3,79.93,1
8.18,100,4,1,0,4,3,2,98.1,41.94,0
7.01,42,6,7,4,8,2,2,77.1,47.42,0
9.66,54,6,4,4,8,4,2,75.8,74.27,1
6.89,68,6,7,3,13,1,1,66.7,44.03,0
8.24,92,2,7,1,8,0,10,55.3,58.74,1
7.8,82,7,5,4,8,2,2,76.1,56.46,1
8.8,71,6,1,2,1,5,6,81.9,45.01,0
9.06,65,1,7,1,2,1,3,91.2,54.58,1
7.53,99,2,10,1,12,1,10,51.0,57.59,1
6.75,55,7,5,4,15,7,5,64.5,66.38,1
7.96,64,1,5,4,4,5,1,71.0,32.78,0
6.82,93,1,7,4,12,3,8,78.0,63.26,1
9.51,67,1,0,2,9,3,4,76.3,48.31,0
7.64,48,8,1,1,3,4,9,76.5,43.07,0
7.13,95,4,8,3,14,4,4,82.9,70.65,1
7.68,95,4,10,2,6,1,2,67.2,50.92,0
6.15,40,2,7,0,7,6,3,89.2,36.52,0
6.53,68,1,6,4,8,1,5,83.2,53.57,0
8.7,96,10,6,1,13,4,10,74.2,82.87,1
6.84,61,9,4,2,7,5,6,97.2,58.64,1
6.45,55,7,1,0,3,4,7,96.7,37.53,0
8.04,80,4,10,2,6,1,4,89.2,61.74,1
8.69,90,6,5,2,5,2,7,41.8,59.81,1
8.22,83,2,9,3,15,1,10,96.9,80.05,1
8.5,90,7,2,3,13,2,3,87.5,62.82,1
6.74,93,2,3,2,12,2,7,100.0,53.87,0
6.08,80,10,9,0,10,1,4,92.8,61.34,1
9.0,46,8,10,1,4,6,8,96.9,77.47,1
7.18,53,8,1,1,1,6,9,88.5,53.34,0
7.25,68,1,1,4,14,0,7,94.2,55.09,1
8.83,58,8,7,4,13,4,8,100.0,85.68,1
8.06,58,2,7,1,7,6,8,80.6,58.1,1
7.96,41,6,9,2,8,3,2,59.1,41.26,0
9.67,80,1,5,2,2,1,9,74.3,65.67,1
6.86,84,5,4,3,7,2,6,82.7,36.91,0
8.43,54,7,7,3,6,1,4,78.9,56.69,1
7.56,42,10,3,4,5,4,5,63.0,62.38,1
7.77,50,1,10,1,13,5,10,58.4,52.73,0
9.03,92,2,3,2,4,6,5,69.1,58.31,1
8.01,85,7,4,1,2,6,7,87.7,56.36,1
8.04,69,6,0,0,10,6,9,97.0,55.61,1
8.57,96,3,0,1,6,2,7,89.0,56.27,1
7.14,79,10,1,0,5,3,9,90.7,55.57,1
6.66,57,2,7,3,2,7,4,77.0,31.6,0
6.46,90,10,6,3,10,3,10,57.1,67.68,1
5.53,87,4,9,4,7,6,10,72.5,74.65,1
9.56,41,3,8,1,6,3,4,74.9,53.0,0
6.4,71,7,4,1,12,5,6,72.0,62.63,1
7.28,47,8,1,0,15,6,8,78.7,64.25,1
7.22,61,2,6,3,15,0,9,83.3,56.71,1
7.81,45,10,7,0,11,2,1,88.2,62.93,1
8.32,51,7,6,3,9,5,1,74.7,56.26,1
8.36,86,8,6,0,11,7,8,55.2,65.5,1
6.92,96,6,4,3,10,2,7,72.2,57.84,1
7.33,79,6,1,0,5,7,9,78.5,38.72,0
7.78,75,10,5,3,9,6,3,92.7,79.49,1
7.25,54,1,3,0,9,5,10,71.2,52.02,0
9.11,67,4,9,1,13,6,5,84.2,64.4,1
7.99,91,1,1,4,1,7,3,81.5,46.98,0
8.23,96,4,8,0,5,7,5,78.5,61.05,1
8.16,88,2,6,4,9,5,10,89.2,71.82,1
8.67,84,5,5,1,7,6,1,70.1,41.6,0
7.68,57,10,4,1,6,0,4,71.1,43.78,0
6.2,41,9,2,3,6,2,6,77.9,41.15,0
7.9,52,10,9,4,11,5,2,70.3,68.5,1
6.85,84,3,9,2,7,0,7,84.1,55.17,1
6.97,93,8,3,3,1,1,8,69.4,64.02,1
8.09,54,3,2,4,4,6,1,80.7,41.38,0
8.74,59,6,10,0,13,4,4,76.8,63.73,1
7.52,68,4,7,0,15,5,4,80.6,57.71,1
7.81,98,8,2,1,1,3,5,72.5,53.14,0
9.2,81,6,6,2,6,0,4,73.9,54.75,1
7.74,68,8,6,0,14,0,9,79.2,62.58,1
10.0,42,1,6,4,13,5,7,80.4,75.57,1
8.07,58,6,6,4,4,7,2,77.9,51.91,0
5.74,42,1,1,0,1,0,1,98.5,7.58,0
8.25,93,1,9,4,9,1,9,66.1,80.21,1
7.88,53,8,2,4,12,0,1,77.2,44.78,0
8.79,79,7,9,1,4,4,6,59.1,65.82,1
8.17,98,3,8,2,12,4,2,82.5,66.25,1
7.36,94,6,2,1,6,7,4,64.6,46.66,0
6.28,43,9,1,2,13,6,6,74.7,53.17,0
7.29,98,7,8,4,7,6,5,73.5,75.76,1
6.65,99,3,9,2,8,7,6,81.4,55.49,1
6.92,91,6,8,4,12,3,3,71.4,68.26,1
8.09,50,4,3,4,13,1,5,70.9,46.86,0
9.17,97,3,8,1,11,4,2,95.2,70.54,1
7.89,70,9,2,1,9,7,7,81.4,59.71,1
6.3,82,10,6,3,9,5,3,71.3,59.78,1
7.94,71,2,6,0,8,2,1,75.0,42.28,0
8.7,66,1,10,3,10,2,8,97.7,73.65,1
6.89,69,2,7,3,11,2,8,75.2,50.0,0
7.37,82,7,9,2,15,6,3,69.7,62.96,1
7.51,41,10,3,4,12,5,7,69.8,63.93,1
6.72,88,1,2,4,12,0,9,71.4,55.42,1
8.15,48,6,2,4,15,5,8,70.9,70.77,1
7.38,67,7,4,0,14,0,3,62.6,35.76,0
7.92,70,9,10,2,3,2,2,64.5,48.67,0
6.61,99,8,0,2,12,3,10,68.0,64.63,1
7.06,73,6,9,4,2,3,7,85.1,63.62,1
8.22,100,3,2,3,5,7,7,73.4,76.66,1
7.13,95,8,5,0,1,0,9,75.5,51.12,0
9.23,54,7,2,3,3,2,5,93.2,67.07,1
7.1,87,3,4,1,1,5,4,93.5,34.27,0
7.72,64,9,8,2,13,3,8,74.6,64.18,1
8.43,75,2,1,2,3,0,4,70.4,28.0,0
6.08,47,3,10,3,13,7,4,67.6,60.75,1
5.74,48,2,1,0,4,5,2,86.3,23.66,0
5.97,97,1,5,2,7,2,1,75.5,27.02,0
8.76,97,4,5,3,12,1,4,73.4,61.75,1
6.95,76,5,10,0,15,2,7,68.2,51.7,0
10.0,87,6,10,3,12,6,9,68.8,86.0,1
